k_index,k1,k2,k3,k_distance_inv_ang,label,energy_eV,spectral_weight_per_eV
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.4654654655,1.3363819525e+00
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.4054054054,1.1097893778e+00
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.3453453453,9.1030304532e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.2852852853,7.4590147577e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.2252252252,6.1446867118e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.1651651652,5.1051720318e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.1051051051,4.2830976574e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.0450450450,3.6294009227e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.9849849850,3.1052842132e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.9249249249,2.6810726016e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.8648648649,2.3343534099e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.8048048048,2.0482340662e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.7447447447,1.8099375170e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.6846846847,1.6097363137e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.6246246246,1.4401647946e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.5645645646,1.2954427600e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.5045045045,1.1710546247e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.4444444444,1.0634412166e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.3843843844,9.6977281882e-02
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.3243243243,8.8778086348e-02
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.2642642643,8.1563214475e-02
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.2042042042,7.5183404276e-02
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.1441441441,6.9516252362e-02
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.0840840841,6.4460699593e-02
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-4.0240240240,5.9932774043e-02
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-3.9639639640,5.5862279207e-02
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-3.9039039039,5.2190198388e-02
